id,customer_id,order_date,status
311,468,2024-08-21,completed
312,233,2024-08-26,completed
313,1,2024-08-17,completed
314,489,2024-08-10,cancelled
315,562,2024-08-12,completed
316,226,2024-08-09,completed
317,711,2024-08-22,completed
318,71,2024-08-06,completed
319,638,2024-08-16,completed
320,105,2024-08-10,completed
321,320,2024-08-26,completed
322,557,2024-08-16,completed
323,395,2024-08-25,completed
324,97,2024-08-17,completed
325,331,2024-08-06,completed
326,493,2024-08-21,completed
327,116,2024-08-08,completed
328,406,2024-08-26,completed
329,634,2024-08-11,completed
330,572,2024-08-26,completed
331,706,2024-08-13,completed
332,573,2024-08-10,completed
333,750,2024-08-15,completed
334,270,2024-08-18,completed
335,20,2024-08-20,completed
336,700,2024-08-16,completed
337,114,2024-08-04,completed
338,33,2024-08-07,completed
339,674,2024-08-16,completed
340,214,2024-08-21,completed
341,426,2024-08-27,completed
342,222,2024-08-17,cancelled
343,184,2024-08-18,completed
344,691,2024-08-15,completed
345,412,2024-08-17,completed
346,323,2024-08-18,completed
347,744,2024-08-11,completed
348,763,2024-08-09,completed
349,292,2024-08-20,cancelled
350,228,2024-08-07,completed
351,567,2024-08-17,completed
352,308,2024-08-03,completed
353,495,2024-08-06,completed
354,591,2024-08-13,cancelled
355,445,2024-08-14,completed
356,617,2024-08-30,cancelled
357,227,2024-09-05,cancelled
358,297,2024-09-26,completed
359,562,2024-09-13,completed
360,139,2024-09-16,completed
361,754,2024-09-17,completed
362,590,2024-09-03,cancelled
363,609,2024-09-21,cancelled
364,453,2024-09-20,completed
365,160,2024-09-25,completed
366,152,2024-09-28,completed
367,461,2024-09-16,cancelled
368,769,2024-09-09,completed
369,386,2024-09-19,completed
370,714,2024-09-20,completed
371,679,2024-09-28,completed
372,665,2024-09-13,completed
373,612,2024-09-18,completed
374,41,2024-09-08,completed
375,356,2024-09-22,completed
376,283,2024-09-26,completed
377,31,2024-09-18,completed
378,90,2024-09-24,completed
379,556,2024-09-05,completed
380,142,2024-09-10,completed
381,162,2024-09-11,completed
382,150,2024-09-24,cancelled
383,764,2024-09-30,completed
384,110,2024-09-05,completed
385,704,2024-09-01,completed
386,481,2024-09-23,completed
387,198,2024-09-08,cancelled
388,776,2024-09-07,completed
389,753,2024-09-27,completed
390,550,2024-09-17,completed
391,252,2024-09-17,completed
392,293,2024-09-15,cancelled
393,146,2024-09-15,completed
394,600,2024-09-29,completed
395,465,2024-09-19,completed
396,168,2024-09-23,completed
397,537,2024-09-23,completed
398,344,2024-09-19,completed
399,748,2024-09-25,completed
400,208,2024-09-01,completed
401,6,2024-09-20,completed
402,453,2024-09-03,completed
403,571,2024-09-27,completed
404,149,2024-09-28,cancelled
405,51,2024-09-04,completed
406,717,2024-09-20,completed
407,37,2024-09-03,completed
408,438,2024-09-27,completed
409,338,2024-09-17,completed
410,748,2024-09-21,completed
411,724,2024-09-10,completed
412,509,2024-09-17,completed
413,726,2024-09-10,completed
414,756,2024-09-28,completed
415,574,2024-09-26,completed
416,70,2024-09-10,completed
417,350,2024-09-13,completed
418,347,2024-09-30,completed
419,550,2024-09-29,completed
420,324,2024-09-18,completed
421,363,2024-09-03,completed
422,548,2024-09-27,cancelled
423,770,2024-09-10,completed
424,244,2024-09-12,completed
425,495,2024-09-29,completed
426,318,2024-09-25,completed
427,38,2024-09-15,completed
428,342,2024-09-15,completed
429,592,2024-09-25,completed
430,121,2024-09-09,completed
431,105,2024-09-07,completed
432,291,2024-09-19,completed
433,52,2024-09-05,cancelled
434,607,2024-09-21,completed
435,203,2024-09-23,completed
436,716,2024-09-15,completed
437,238,2024-09-08,completed
438,333,2024-09-15,completed
439,175,2024-09-10,completed
440,732,2024-09-26,completed
441,411,2024-09-19,completed
442,68,2024-09-11,completed
443,351,2024-09-18,completed
444,588,2024-09-27,completed
445,456,2024-09-06,completed
446,790,2024-09-27,completed
447,143,2024-09-29,completed
448,631,2024-09-19,completed
449,696,2024-09-10,completed
450,302,2024-09-02,completed
451,368,2024-09-04,completed
452,391,2024-09-14,completed
453,369,2024-09-27,completed
454,74,2024-09-21,cancelled
455,426,2024-09-28,completed
456,461,2024-09-13,completed
457,749,2024-09-08,completed
458,39,2024-09-19,completed
459,146,2024-09-24,completed
460,685,2024-09-03,completed
461,352,2024-09-18,completed
462,340,2024-09-14,completed
463,485,2024-09-19,completed
464,294,2024-09-16,completed
465,631,2024-09-09,completed
466,606,2024-09-24,completed
467,242,2024-09-16,completed
468,149,2024-09-20,completed
469,393,2024-09-08,completed
470,119,2024-09-02,completed
471,546,2024-09-08,completed
472,460,2024-09-13,completed
473,280,2024-09-11,completed
474,689,2024-09-19,completed
475,561,2024-09-01,completed
476,291,2024-09-09,completed
477,223,2024-09-20,completed
478,580,2024-09-26,completed
479,284,2024-09-25,completed
480,392,2024-09-13,completed
481,504,2024-09-30,completed
482,788,2024-09-14,completed
483,36,2024-09-03,completed
484,39,2024-09-22,completed
485,528,2024-09-23,completed
486,72,2024-09-18,completed
487,581,2024-09-18,completed
488,663,2024-09-03,completed
489,568,2024-09-02,completed
490,646,2024-09-23,completed
491,37,2024-09-07,cancelled
492,17,2024-09-02,completed
493,670,2024-09-22,completed
494,483,2024-09-30,completed
495,648,2024-09-02,completed
496,117,2024-09-16,completed
497,756,2024-09-22,completed
498,219,2024-09-25,cancelled
499,426,2024-09-06,completed
500,137,2024-09-04,completed
501,499,2024-09-03,cancelled
502,291,2024-09-14,completed
503,245,2024-09-06,completed
504,91,2024-09-21,completed
505,121,2024-09-17,completed
506,225,2024-09-15,completed
507,153,2024-09-22,completed
508,215,2024-09-14,completed
509,759,2024-09-02,completed
510,73,2024-09-29,completed
511,694,2024-09-29,completed
512,226,2024-09-03,completed
513,625,2024-09-15,completed
514,277,2024-09-07,completed
515,477,2024-09-15,completed
516,175,2024-09-19,completed
517,474,2024-09-09,cancelled
518,594,2024-09-08,completed
519,428,2024-09-02,cancelled
520,404,2024-09-16,completed
521,572,2024-09-25,cancelled
522,686,2024-09-10,cancelled
523,466,2024-09-15,completed
524,643,2024-09-03,completed
525,277,2024-09-23,completed
526,636,2024-09-29,completed
527,180,2024-09-21,completed
528,343,2024-09-08,completed
529,720,2024-09-07,completed
530,382,2024-09-12,completed
531,695,2024-09-27,completed
532,710,2024-09-26,completed
533,79,2024-09-04,cancelled
534,534,2024-09-21,cancelled
535,356,2024-09-14,completed
536,238,2024-09-27,completed
537,498,2024-10-19,completed
538,136,2024-10-29,completed
539,296,2024-10-25,completed
540,165,2024-10-23,completed
541,683,2024-10-26,completed
542,452,2024-10-09,completed
543,353,2024-10-05,completed
544,26,2024-10-13,completed
545,663,2024-10-23,completed
546,453,2024-10-11,completed
547,226,2024-10-15,completed
548,228,2024-10-26,completed
549,694,2024-10-22,completed
550,438,2024-10-12,completed
551,575,2024-10-03,completed
552,435,2024-10-24,completed
553,311,2024-10-16,completed
554,775,2024-10-13,completed
555,474,2024-10-23,completed
556,310,2024-10-27,completed
557,3,2024-10-05,completed
558,30,2024-10-04,completed
559,493,2024-10-19,completed
560,123,2024-10-12,completed
561,150,2024-10-11,completed
562,430,2024-10-21,completed
563,79,2024-10-17,completed
564,557,2024-10-11,completed
565,594,2024-10-12,completed
566,422,2024-10-11,completed
567,193,2024-10-26,completed
568,730,2024-10-18,completed
569,357,2024-10-10,completed
570,782,2024-10-11,completed
571,711,2024-10-05,completed
572,708,2024-10-25,completed
573,202,2024-10-04,cancelled
574,260,2024-10-02,completed
575,617,2024-10-07,completed
576,765,2024-10-09,completed
577,628,2024-10-08,completed
578,223,2024-10-23,completed
579,743,2024-10-04,completed
580,389,2024-10-14,completed
581,478,2024-10-04,completed
582,42,2024-10-03,completed
583,704,2024-10-27,completed
584,72,2024-10-29,completed
585,691,2024-10-16,completed
586,147,2024-10-13,completed
587,173,2024-10-03,completed
588,126,2024-10-08,completed
589,660,2024-10-13,completed
590,151,2024-10-25,completed
591,138,2024-10-01,completed
592,184,2024-10-13,completed
593,79,2024-10-22,completed
594,352,2024-10-26,completed
595,122,2024-10-13,completed
596,724,2024-10-06,completed
597,583,2024-10-22,completed
598,161,2024-10-17,cancelled
599,362,2024-10-25,completed
600,376,2024-10-12,completed
601,100,2024-10-14,completed
602,241,2024-10-21,completed
603,346,2024-10-06,cancelled
604,528,2024-10-29,completed
605,387,2024-10-19,completed
606,211,2024-10-11,completed
607,651,2024-10-28,completed
608,49,2024-10-10,completed
609,735,2024-10-28,completed
610,487,2024-10-14,completed
611,205,2024-10-14,completed
612,20,2024-10-21,completed
613,654,2024-10-18,completed
614,474,2024-10-05,completed
615,650,2024-10-07,completed
616,616,2024-10-08,completed
617,318,2024-10-15,completed
618,181,2024-10-21,completed
619,373,2024-10-22,completed
620,115,2024-10-19,completed
621,792,2024-10-26,completed
622,110,2024-10-06,completed
623,503,2024-10-18,completed
624,377,2024-10-27,completed
625,679,2024-10-26,completed
626,394,2024-10-10,completed
627,9,2024-10-30,completed
628,647,2024-10-11,completed
629,483,2024-10-24,completed
630,519,2024-10-03,completed
631,712,2024-10-01,completed
632,140,2024-10-01,completed
633,256,2024-10-17,completed
634,463,2024-10-16,completed
635,289,2024-10-07,completed
636,585,2024-10-08,cancelled
637,92,2024-10-15,completed
638,377,2024-10-06,completed
639,465,2024-10-27,completed
640,273,2024-10-10,completed
641,290,2024-10-24,completed
642,269,2024-10-08,completed
643,332,2024-10-23,completed
644,263,2024-10-03,completed
645,363,2024-10-20,completed
646,136,2024-10-29,completed
647,348,2024-10-29,completed
648,120,2024-10-11,cancelled
649,370,2024-10-30,completed
650,169,2024-10-11,completed
651,652,2024-10-26,completed
652,267,2024-10-06,completed
653,366,2024-10-23,completed
654,127,2024-10-12,completed
655,600,2024-10-07,completed
656,292,2024-10-22,completed
657,332,2024-10-05,cancelled
658,276,2024-10-20,completed
659,333,2024-10-24,completed
660,57,2024-10-24,completed
661,398,2024-10-25,completed
662,443,2024-10-24,completed
663,99,2024-10-27,completed
664,577,2024-10-20,completed
665,350,2024-10-15,completed
666,645,2024-10-21,completed
667,308,2024-10-05,completed
668,303,2024-10-19,cancelled
669,423,2024-10-04,completed
670,759,2024-10-22,completed
671,742,2024-10-15,completed
672,192,2024-10-07,completed
673,120,2024-10-01,completed
674,763,2024-10-20,completed
675,690,2024-10-23,completed
676,193,2024-10-28,cancelled
677,642,2024-10-28,completed
678,433,2024-10-01,completed
679,249,2024-10-07,completed
680,426,2024-10-28,completed
681,500,2024-10-13,completed
682,500,2024-10-08,completed
683,275,2024-10-29,completed
684,166,2024-10-10,completed
685,702,2024-10-11,completed
686,427,2024-10-27,completed
687,166,2024-10-20,completed
688,205,2024-10-06,completed
689,241,2024-10-07,completed
690,441,2024-10-04,completed
691,364,2024-10-25,cancelled
692,724,2024-10-02,completed
693,109,2024-10-26,completed
694,211,2024-10-30,completed
695,373,2024-10-11,completed
696,788,2024-10-01,completed
697,370,2024-10-21,completed
698,142,2024-10-26,completed
699,454,2024-10-05,completed
700,445,2024-10-02,completed
701,60,2024-10-21,completed
702,312,2024-10-24,completed
703,457,2024-10-21,completed
704,354,2024-10-29,completed
705,38,2024-10-18,completed
706,566,2024-10-10,completed
707,793,2024-10-10,completed
708,460,2024-10-10,completed
709,596,2024-10-19,completed
710,732,2024-10-13,completed
711,798,2024-10-12,completed
712,64,2024-10-14,completed
713,413,2024-10-19,completed
714,502,2024-10-24,completed
715,542,2024-10-04,completed
716,379,2024-10-30,completed
717,297,2024-10-02,completed
718,498,2024-10-01,completed
719,313,2024-10-29,completed
720,358,2024-10-03,completed
721,346,2024-10-26,completed
722,684,2024-10-15,completed
723,348,2024-10-18,cancelled
724,170,2024-10-23,cancelled
725,127,2024-10-21,completed
726,584,2024-10-17,completed
727,20,2024-11-09,completed
728,87,2024-11-26,completed
729,24,2024-11-11,completed
730,94,2024-11-04,completed
731,92,2024-11-05,completed
732,186,2024-11-01,completed
733,332,2024-11-09,completed
734,771,2024-11-17,completed
735,68,2024-11-16,cancelled
736,601,2024-11-22,completed
737,513,2024-11-07,completed
738,551,2024-11-14,completed
739,636,2024-11-10,completed
740,613,2024-11-09,completed
741,523,2024-11-10,cancelled
742,570,2024-11-09,completed
743,699,2024-11-11,completed
744,137,2024-11-21,completed
745,424,2024-11-18,completed
746,32,2024-11-29,completed
747,386,2024-11-27,completed
748,9,2024-11-04,completed
749,641,2024-11-10,completed
750,505,2024-11-29,completed
751,406,2024-11-04,completed
752,757,2024-11-19,completed
753,67,2024-11-05,completed
754,281,2024-11-07,completed
755,698,2024-11-18,completed
756,54,2024-11-28,completed
757,478,2024-11-16,completed
758,6,2024-11-13,completed
759,232,2024-11-23,completed
760,65,2024-11-21,completed
761,642,2024-11-30,completed
762,56,2024-11-27,completed
763,128,2024-11-03,completed
764,453,2024-11-02,completed
765,54,2024-11-10,completed
766,614,2024-11-26,completed
767,636,2024-11-20,completed
768,337,2024-11-19,completed
769,199,2024-11-29,completed
770,636,2024-11-15,completed
771,447,2024-11-17,completed
772,352,2024-11-10,completed
773,244,2024-11-17,completed
774,206,2024-11-21,completed
775,340,2024-11-28,completed
776,655,2024-11-08,completed
777,340,2024-11-26,completed
778,11,2024-11-03,completed
779,600,2024-11-30,completed
780,225,2024-11-29,completed
781,23,2024-11-06,completed
782,216,2024-11-10,completed
783,639,2024-11-29,completed
784,712,2024-11-12,completed
785,631,2024-11-19,completed
786,645,2024-11-26,completed
787,215,2024-11-24,completed
788,398,2024-11-25,completed
789,495,2024-11-23,completed
790,598,2024-11-21,cancelled
791,224,2024-11-10,completed
792,564,2024-11-03,completed
793,43,2024-11-15,completed
794,510,2024-11-11,completed
795,368,2024-11-29,completed
796,74,2024-11-12,cancelled
797,764,2024-11-27,completed
798,268,2024-11-01,completed
799,416,2024-11-27,completed
800,153,2024-11-28,completed
801,602,2024-11-26,completed
802,321,2024-11-28,completed
803,592,2024-11-28,completed
804,708,2024-11-18,completed
805,158,2024-11-11,completed
806,548,2024-11-13,completed
807,312,2024-11-03,cancelled
808,501,2024-11-01,completed
809,676,2024-11-17,completed
810,421,2024-11-13,completed
811,399,2024-11-29,completed
812,681,2024-11-16,completed
813,702,2024-11-15,completed
814,620,2024-11-26,completed
815,590,2024-11-02,completed
816,729,2024-11-26,completed
817,184,2024-11-29,completed
818,583,2024-11-04,completed
819,223,2024-11-30,completed
820,213,2024-11-17,cancelled
821,391,2024-11-11,completed
822,767,2024-11-15,completed
823,449,2024-11-05,completed
824,103,2024-11-06,completed
825,12,2024-11-22,completed
826,692,2024-11-18,completed
827,679,2024-11-23,completed
828,5,2024-11-02,completed
829,15,2024-11-11,completed
830,681,2024-11-06,completed
831,576,2024-11-21,completed
832,238,2024-11-07,completed
833,399,2024-11-07,completed
834,45,2024-11-03,completed
835,105,2024-11-23,completed
836,790,2024-11-23,completed
837,683,2024-11-16,completed
838,656,2024-11-24,completed
839,128,2024-11-10,completed
840,384,2024-11-16,completed
841,743,2024-11-20,completed
842,660,2024-11-26,completed
843,25,2024-11-08,completed
844,681,2024-11-08,completed
845,330,2024-11-06,completed
846,54,2024-11-21,completed
847,319,2024-11-06,completed
848,591,2024-11-15,completed
849,369,2024-11-13,completed
850,779,2024-11-05,completed
851,610,2024-11-18,completed
852,74,2024-11-11,completed
853,513,2024-11-24,completed
854,761,2024-11-12,completed
855,128,2024-11-13,completed
856,770,2024-11-24,completed
857,253,2024-11-08,completed
858,261,2024-11-08,completed
859,83,2024-11-17,completed
860,392,2024-11-19,completed
861,112,2024-11-21,completed
862,7,2024-11-06,completed
863,427,2024-11-21,completed
864,203,2024-11-16,completed
865,419,2024-11-15,completed
866,88,2024-11-13,completed
867,689,2024-11-25,cancelled
868,43,2024-11-04,completed
869,776,2024-11-11,completed
870,246,2024-11-12,completed
871,103,2024-11-01,completed
872,27,2024-11-20,completed
873,463,2024-11-20,completed
874,18,2024-11-21,completed
875,240,2024-11-20,completed
876,675,2024-11-28,completed
877,147,2024-11-28,completed
878,510,2024-11-26,completed
879,679,2024-11-18,completed
880,109,2024-11-14,completed
881,785,2024-11-09,completed
882,682,2024-11-05,completed
883,230,2024-11-30,completed
884,448,2024-11-26,completed
885,759,2024-11-19,completed
886,2,2024-11-10,completed
887,790,2024-11-12,completed
888,304,2024-11-27,completed
889,682,2024-11-28,completed
890,724,2024-11-19,completed
891,734,2024-11-07,completed
892,676,2024-11-30,completed
893,290,2024-11-23,completed
894,56,2024-11-28,completed
895,713,2024-11-16,completed
896,667,2024-11-01,completed
897,696,2024-11-27,cancelled
898,54,2024-11-04,completed
899,740,2024-11-13,completed
900,177,2024-11-21,completed
901,282,2024-11-21,completed
902,657,2024-11-22,completed
903,281,2024-11-23,completed
904,102,2024-11-11,completed
905,550,2024-11-26,completed
906,668,2024-11-04,completed
907,614,2024-11-23,completed
908,589,2024-11-07,completed
909,128,2024-11-17,completed
910,547,2024-11-15,completed
911,361,2024-11-20,completed
912,38,2024-11-07,completed
913,747,2024-11-20,completed
914,410,2024-11-15,completed
915,209,2024-11-03,completed
916,382,2024-11-19,completed
917,27,2024-11-20,completed
918,68,2024-11-11,completed
919,232,2024-11-09,cancelled
920,127,2024-11-06,completed
921,289,2024-11-18,completed
922,399,2024-11-06,completed
923,266,2024-11-01,completed
924,655,2024-11-12,completed
925,450,2024-11-12,completed
926,736,2024-11-29,completed
927,417,2024-11-25,completed
928,96,2024-11-06,completed
929,11,2024-11-14,completed
930,764,2024-11-01,completed
931,541,2024-11-22,completed
932,537,2024-11-29,completed
933,53,2024-11-14,completed
934,553,2024-11-28,completed
935,3,2024-11-24,completed
936,659,2024-11-17,completed
937,59,2024-11-12,cancelled
938,740,2024-11-06,completed
939,527,2024-11-29,completed
940,257,2024-11-08,completed
941,276,2024-11-04,completed
942,445,2024-11-01,completed
943,33,2024-11-06,completed
944,800,2024-11-29,completed
945,130,2024-11-05,completed
946,351,2024-11-14,completed
947,157,2024-11-24,completed
948,718,2024-11-08,completed
949,718,2024-11-24,completed
950,235,2024-11-04,cancelled
951,632,2024-11-07,completed
952,237,2024-11-08,completed
953,113,2024-11-09,completed
954,484,2024-11-09,completed
955,343,2024-11-10,completed
956,340,2024-11-12,completed
957,244,2024-11-21,completed
958,761,2024-11-20,completed
959,198,2024-11-23,completed
960,486,2024-11-25,completed
961,574,2024-11-12,completed
962,495,2024-11-14,completed
963,195,2024-11-24,completed
964,170,2024-11-15,completed
965,212,2024-11-06,cancelled
966,526,2024-11-15,completed
967,230,2024-11-02,completed
968,137,2024-11-09,completed
969,119,2024-11-01,completed
970,563,2024-11-09,completed
971,641,2024-11-27,cancelled
972,17,2024-11-18,completed
973,642,2024-11-21,completed
974,596,2024-11-21,completed
975,96,2024-11-16,completed
976,747,2024-11-06,completed
977,704,2024-11-20,completed
978,413,2024-11-04,completed
979,387,2024-11-13,cancelled
980,147,2024-11-21,completed
981,88,2024-11-07,completed
982,557,2024-11-23,completed
983,304,2024-11-04,completed
984,672,2024-11-10,completed
985,113,2024-11-08,completed
986,439,2024-11-17,completed
987,309,2024-11-20,completed
