id,order_id,product_id,quantity,unit_price
136,100,21,1,3009.21
137,101,57,1,394.97
138,102,51,1,2433.81
139,103,57,1,399.85
140,103,23,1,762.46
141,103,31,1,249.27
142,104,52,1,4593.5
143,105,11,1,319.56
144,106,22,1,1616.61
145,106,31,1,246.18
146,106,42,1,3023.53
147,107,13,1,6301.18
148,108,16,1,380.7
149,109,1,1,6404.6
150,110,2,1,2603.73
151,111,26,1,2328.91
152,112,24,1,2490.87
153,113,15,1,345.35
154,114,43,1,1705.21
155,115,25,1,2137.87
156,116,57,1,388.73
157,117,37,1,1867.96
158,118,29,2,1510.57
159,118,14,1,1448.19
160,118,28,1,1197.93
161,119,17,1,710.55
162,119,52,1,4070.96
163,120,30,1,2518.51
164,121,8,1,844.97
165,121,38,2,2301.13
166,122,51,1,2504.76
167,122,23,1,801.11
168,123,12,1,5462.92
169,124,57,1,428.83
170,125,24,1,2177.86
171,126,45,2,5927.39
172,127,50,1,3393.0
173,127,27,1,964.72
174,128,32,1,2500.77
175,129,46,1,4327.85
176,130,57,1,425.96
177,131,46,1,4123.2
178,131,30,1,2368.49
179,132,39,2,297.69
180,133,54,1,818.91
181,134,11,1,317.97
182,135,14,1,1333.46
183,136,1,1,6450.93
184,136,12,1,5746.48
185,137,46,1,4418.27
186,138,30,1,2294.59
187,139,43,1,1872.59
188,140,44,1,1029.38
189,141,42,1,3291.36
190,142,58,1,2850.99
191,142,52,1,4428.62
192,143,19,1,1232.36
193,144,37,1,1845.1
194,144,46,1,4138.66
195,145,20,1,2342.88
196,146,48,1,648.79
197,147,22,1,1631.42
198,148,57,1,394.69
199,149,56,1,496.39
200,150,8,1,904.66
201,151,9,1,905.69
202,151,37,2,1865.9
203,152,6,1,4620.17
204,153,18,1,2162.48
205,154,50,1,3026.26
206,154,41,1,473.26
207,155,47,1,5396.28
208,156,44,1,1011.85
209,157,7,1,3674.74
210,158,19,1,1271.05
211,159,9,1,821.55
212,160,59,1,359.09
213,160,15,1,339.8
214,160,47,1,5098.92
215,161,25,1,2156.1
216,161,35,1,2994.8
217,162,4,1,4051.28
218,162,25,1,1920.01
219,163,1,1,6278.57
220,164,9,1,831.41
221,165,51,1,2433.1
222,166,13,1,6250.69
223,167,45,1,6147.54
224,167,1,1,5991.23
225,168,6,1,4828.08
226,169,30,1,2544.55
227,170,3,1,4483.1
228,171,57,1,376.9
229,171,43,1,1786.77
230,172,24,1,2465.36
231,172,26,1,2303.47
232,173,42,1,3377.2
233,173,9,1,867.33
234,174,52,1,4407.76
235,175,56,1,500.13
236,176,27,1,940.72
237,177,34,1,1061.52
238,177,37,2,1684.84
239,178,7,1,3703.12
240,178,31,1,233.01
241,179,40,1,2419.15
242,180,56,1,461.3
243,180,21,2,3044.83
244,181,26,1,2453.49
245,182,32,1,2385.19
246,183,27,1,881.59
247,184,20,1,2358.17
248,185,53,1,1288.83
249,186,31,1,246.63
250,187,1,1,6318.66
251,188,3,1,4512.3
252,188,53,1,1429.88
253,189,60,1,239.21
254,190,3,1,4531.76
255,190,38,1,2140.52
256,191,32,1,2221.39
257,192,60,2,227.2
258,193,9,1,790.57
259,193,39,1,317.86
260,194,49,1,872.01
261,194,22,1,1708.91
262,195,48,1,675.09
263,195,36,1,6669.6
264,196,46,1,4184.03
265,197,12,1,5661.82
266,198,31,2,241.71
267,199,35,1,2842.32
268,199,52,1,4034.57
269,200,18,1,2350.82
270,201,45,1,6015.63
271,201,35,1,2727.64
272,202,56,1,465.7
273,202,25,1,1955.76
274,203,25,2,2002.78
275,204,48,1,648.04
276,205,59,1,349.7
277,205,24,1,2443.7
278,206,19,2,1269.65
279,206,5,1,4706.75
280,206,33,1,1168.0
281,207,55,1,2156.93
282,208,21,1,3218.51
283,209,51,1,2618.95
284,210,34,1,951.82
285,210,27,1,955.68
286,210,23,1,724.62
287,211,49,1,923.66
288,212,8,1,878.5
289,213,3,1,4372.07
290,214,2,1,2899.21
291,214,24,1,2356.59
292,215,21,2,3178.03
293,216,5,1,4724.86
294,217,14,1,1390.61
295,217,48,1,702.34
296,218,46,1,4211.39
297,219,37,1,1846.62
298,220,21,1,2935.54
299,221,49,1,941.48
300,222,51,1,2664.06
301,223,53,1,1417.93
302,224,52,1,4595.99
303,225,51,1,2736.28
304,225,1,1,6530.07
305,226,35,1,2960.61
306,227,14,1,1364.0
307,227,33,1,1172.41
308,228,43,1,1827.75
309,229,42,1,3212.19
310,230,32,1,2571.82
311,230,43,1,1788.99
312,231,29,1,1548.62
313,232,52,1,4238.26
314,233,48,1,688.41
315,234,31,1,237.31
316,235,39,1,280.88
317,236,57,1,413.1
318,237,38,1,2299.81
319,238,58,1,3294.37
320,239,50,1,3275.58
321,240,24,1,2352.2
322,241,29,1,1507.23
323,242,47,1,5489.76
324,243,24,1,2255.2
325,244,59,1,340.25
326,245,41,1,502.72
327,245,17,1,739.66
328,245,25,1,2086.22
329,246,25,1,2186.24
330,247,51,1,2582.86
331,248,5,1,4955.94
332,249,53,1,1302.47
333,250,31,1,228.05
334,251,38,1,2153.77
335,252,17,1,778.32
336,253,57,1,418.9
337,254,31,1,252.16
338,255,50,1,3072.91
339,256,30,1,2401.77
340,257,34,1,1075.96
341,258,31,1,253.42
342,259,43,1,1647.83
343,260,28,1,1285.37
344,261,52,1,4349.5
345,262,54,1,795.42
346,262,9,1,810.13
347,263,17,1,695.86
348,264,25,1,2086.49
349,265,42,1,3229.7
350,266,44,1,1078.14
351,267,36,1,6372.32
352,268,48,1,636.29
353,268,8,1,888.89
354,269,51,1,2525.61
355,270,41,1,442.04
356,271,5,1,4764.65
357,272,26,1,2380.38
358,272,46,1,4631.63
359,272,50,1,3390.22
360,273,52,1,4373.68
361,274,11,1,309.63
362,275,18,1,2361.09
363,276,48,1,694.92
364,277,38,2,2219.13
365,278,60,1,223.56
366,279,33,2,1201.39
367,280,37,1,1691.92
368,280,25,1,2057.84
369,281,30,1,2511.0
370,282,51,1,2786.91
371,283,34,1,1025.15
372,283,17,1,702.52
373,283,44,1,1137.35
374,284,14,1,1466.45
375,285,48,1,642.68
376,286,54,1,786.14
377,286,7,1,3522.96
378,287,35,1,3146.21
379,287,24,1,2395.07
380,288,49,1,965.21
381,289,52,2,4309.95
382,290,50,2,3069.39
383,290,45,1,5779.63
384,291,7,1,3641.29
385,292,31,1,255.51
386,293,49,1,889.33
387,294,37,1,1809.91
388,295,55,1,2200.33
389,296,27,2,949.33
390,297,32,1,2330.79
391,298,4,1,3764.06
392,299,24,1,2300.88
393,300,56,1,499.77
394,301,50,1,3123.98
395,302,6,1,4544.32
396,303,60,1,221.24
397,304,11,1,294.3
398,305,26,1,2257.04
399,306,27,1,900.8
400,306,9,1,871.42
401,306,48,1,694.62
402,307,57,1,403.54
403,308,7,1,3605.03
404,308,42,1,3399.5
405,308,15,1,315.56
406,309,2,1,2531.66
407,309,59,1,333.43
408,310,45,1,5798.32
409,311,28,1,1285.65
410,311,20,1,2364.61
411,312,27,1,914.3
412,313,23,1,732.26
413,313,45,2,6137.75
414,314,19,1,1298.82
415,315,28,1,1260.28
416,315,48,1,688.95
417,316,34,1,1061.05
418,317,35,1,3078.75
419,318,30,1,2409.49
420,319,4,1,4220.83
421,320,47,1,5087.31
422,320,1,1,6470.34
423,321,30,1,2438.33
424,321,6,2,4873.68
425,321,4,1,3794.96
426,322,17,1,766.49
427,322,8,1,918.76
428,323,3,1,4055.83
429,324,25,1,2094.92
430,325,60,1,228.64
431,326,4,1,4156.6
432,327,11,1,315.22
433,328,38,1,2371.32
434,328,39,1,284.25
435,328,16,1,384.55
436,329,41,1,446.07
437,329,10,1,545.99
438,329,9,1,840.35
439,330,58,1,3030.77
440,331,58,1,2842.85
441,332,37,1,1674.72
442,333,59,1,361.65
443,333,34,1,965.45
444,334,41,1,478.89
445,335,16,1,394.73
446,335,35,1,3083.38
447,336,19,1,1244.8
448,337,54,1,824.05
449,338,3,1,4299.1
450,339,17,1,680.12
451,339,46,2,4037.9
452,340,6,1,4606.27
453,340,24,2,2372.41
454,341,53,1,1408.61
455,341,47,1,5139.96
456,342,35,1,2887.27
457,342,43,1,1679.67
458,343,7,1,3895.07
459,344,7,1,3549.97
460,345,39,1,297.55
461,346,24,1,2319.71
462,347,14,1,1356.0
463,348,26,1,2159.49
464,349,57,1,392.86
465,350,53,1,1478.1
466,351,10,1,496.54
467,351,10,1,500.13
468,351,38,1,2184.78
469,352,14,1,1432.41
470,353,45,1,5831.08
471,353,39,1,306.75
472,354,50,1,3148.72
473,355,50,1,3095.2
474,356,25,1,1898.23
475,356,21,1,3190.73
476,357,26,1,2508.89
477,357,37,1,1760.83
478,358,6,1,4611.82
479,359,28,1,1334.99
480,360,42,1,3222.81
481,361,50,1,3196.28
482,362,24,1,2296.54
483,363,23,2,770.63
484,364,53,1,1326.99
485,365,48,2,627.63
486,366,22,1,1641.07
487,367,35,1,2808.84
488,368,10,1,545.48
489,369,17,1,693.75
490,370,1,1,6044.89
491,371,7,1,3464.93
492,372,46,1,4057.01
493,373,30,1,2388.72
494,374,32,1,2365.33
495,375,16,2,436.91
496,376,25,1,2160.44
497,377,22,1,1690.93
498,378,40,1,2746.04
499,378,27,1,911.46
500,378,20,1,2364.89
501,379,35,1,3022.34
502,380,59,2,323.42
503,380,50,2,3054.65
504,381,47,1,5180.61
505,382,27,1,1016.75
506,383,48,1,650.36
507,384,40,1,2643.85
508,384,40,1,2489.61
509,385,31,1,225.23
510,386,25,1,2035.35
511,387,1,2,6900.65
512,387,15,2,340.56
513,388,29,1,1680.47
514,388,21,1,3350.19
515,388,28,1,1262.27
516,389,40,1,2772.59
517,390,3,1,4266.15
518,390,53,1,1464.14
519,391,3,1,4290.39
520,391,41,1,512.5
521,391,29,1,1565.67
522,392,59,1,319.16
523,393,47,1,5504.29
524,394,27,1,923.6
525,395,57,1,402.38
526,395,45,1,5895.23
527,396,46,1,4289.67
528,397,33,1,1262.05
529,397,36,1,6202.87
530,398,11,1,318.67
531,398,46,1,4024.89
532,399,12,1,5325.5
533,400,30,1,2365.76
534,401,38,1,2327.97
535,402,57,1,408.16
536,403,10,1,493.34
537,404,39,2,290.87
538,405,44,1,1059.08
539,406,30,1,2457.41
540,407,58,1,3002.63
541,408,9,1,792.96
542,409,14,1,1406.41
543,410,47,2,5663.47
544,411,17,2,733.68
545,411,23,1,806.84
546,412,52,1,4146.71
547,413,2,1,2711.93
548,414,27,1,936.83
549,415,13,1,6577.19
550,416,50,1,2985.55
551,417,2,1,2865.94
552,418,52,1,4049.86
553,418,10,1,539.95
554,419,27,1,1011.87
555,419,34,1,988.08
556,420,44,1,1067.06
557,421,2,1,2659.18
558,422,12,1,5741.3
559,423,3,1,4103.14
560,424,14,1,1387.92
561,424,24,1,2454.5
562,424,59,1,321.17
563,425,60,1,226.33
564,426,7,2,3927.22
565,426,44,1,1178.46
566,427,8,2,790.92
567,427,44,1,1154.09
568,428,50,1,3310.07
569,429,21,1,3025.15
570,429,35,1,2857.34
571,430,1,1,6933.4
572,431,18,1,2138.86
573,432,40,1,2753.85
574,433,4,1,3697.72
575,433,28,1,1259.72
576,434,40,1,2539.44
577,435,6,1,4966.35
578,435,30,1,2391.31
579,436,42,1,3290.93
580,437,17,1,777.24
581,437,45,1,6133.47
582,438,8,1,836.68
583,439,9,1,842.95
584,440,5,1,5167.35
585,441,36,1,5987.45
586,442,28,1,1337.06
587,443,43,2,1633.74
588,444,30,1,2303.05
589,445,39,1,282.11
590,446,43,1,1629.33
591,447,52,1,4026.12
592,447,10,1,525.76
593,448,57,1,393.78
594,449,46,1,4644.3
595,449,6,1,4687.93
596,449,33,1,1222.37
597,450,4,1,3634.08
598,451,16,1,401.67
599,451,41,1,465.06
600,452,31,1,225.42
601,453,56,1,499.05
602,454,32,2,2463.2
603,454,9,1,788.13
604,455,39,1,320.06
605,455,30,1,2370.06
606,456,39,1,277.44
607,457,60,1,228.52
608,458,38,1,2265.77
609,459,49,1,946.07
610,459,6,1,4645.65
611,459,16,1,404.21
612,460,38,1,2206.68
613,461,33,1,1318.16
614,462,19,1,1238.23
615,462,60,1,230.32
616,462,51,1,2615.37
617,463,19,1,1340.54
618,464,55,1,2339.26
619,465,48,1,633.54
620,466,52,1,4143.69
621,467,3,1,4149.82
622,468,32,1,2498.28
623,469,11,1,288.14
624,469,23,1,705.19
625,470,20,2,2216.53
626,471,31,1,229.95
627,471,28,2,1184.82
628,472,44,1,1172.25
629,472,35,2,3001.26
630,472,28,1,1302.8
631,473,17,1,748.17
632,473,50,1,3318.18
633,474,44,1,1127.49
634,475,1,1,6388.31
635,475,44,1,1086.31
636,476,6,1,4313.45
637,477,8,1,801.76
638,477,25,1,2087.07
639,478,45,1,5483.53
640,478,43,1,1864.45
641,479,50,1,3365.31
642,479,50,1,3019.28
643,480,53,1,1333.62
644,481,42,1,3183.94
645,482,59,1,339.56
646,483,50,1,3204.14
647,483,10,1,542.05
648,484,22,1,1692.76
649,485,28,1,1262.09
650,486,45,1,6045.44
651,487,44,1,1062.19
652,488,22,1,1490.7
653,488,50,1,3126.63
654,489,20,1,2291.7
655,490,41,1,473.89
656,491,16,1,405.26
657,491,35,1,3003.96
658,491,54,2,809.09
659,492,47,1,5116.62
660,493,56,1,514.33
661,493,38,1,2178.89
662,493,48,1,636.66
663,494,45,1,5895.42
664,495,7,1,3716.55
665,495,38,1,2119.8
666,496,5,1,5176.49
667,497,44,1,1108.22
668,498,5,1,4656.36
669,499,29,1,1527.89
670,500,25,1,2125.09
671,501,6,1,4776.25
672,502,31,1,245.73
673,502,41,1,461.59
674,503,12,1,5847.51
675,504,27,1,877.02
676,505,56,1,505.87
677,506,18,1,2108.04
678,507,32,1,2285.02
679,507,3,1,3960.86
680,508,57,1,421.32
681,509,51,1,2402.34
682,510,38,1,2211.39
683,511,21,1,3038.44
684,511,27,1,1003.41
685,512,57,1,401.21
686,513,30,1,2446.66
687,514,37,1,1640.35
688,515,15,1,347.84
689,515,51,2,2707.36
690,516,6,1,4566.13
691,516,56,1,523.42
692,517,56,1,467.37
693,518,10,1,563.3
694,519,50,1,3233.14
695,520,7,1,3714.4
696,521,14,1,1304.46
697,521,42,1,3432.53
698,522,37,1,1826.49
699,523,26,1,2225.98
700,523,41,1,475.82
701,524,34,1,946.26
702,525,51,1,2473.3
703,526,33,1,1325.66
704,526,57,1,377.25
705,526,30,1,2410.0
706,527,46,1,4505.29
707,528,48,1,719.34
708,529,21,1,3099.39
709,529,44,1,1082.43
710,530,54,1,727.24
711,531,40,1,2544.44
712,532,13,1,6775.67
713,532,6,1,4551.17
714,533,10,1,529.29
715,534,44,1,1102.41
716,535,19,1,1218.51
717,536,27,1,960.88
718,537,36,1,6265.72
719,538,17,1,700.1
720,539,19,1,1271.05
721,540,12,1,5953.83
722,541,3,1,4575.69
723,542,46,1,4013.83
724,543,11,1,303.12
725,544,30,1,2522.39
726,544,48,1,678.6
727,545,49,1,974.24
728,545,10,1,554.0
729,546,58,1,2843.13
730,546,8,1,830.96
731,547,39,1,306.71
732,548,2,1,2551.98
733,549,26,1,2229.4
734,549,39,1,300.72
735,549,43,1,1709.85
736,550,23,2,739.78
737,551,48,1,724.88
738,551,19,1,1213.53
739,552,38,1,2306.46
740,553,22,2,1487.19
741,554,59,1,330.7
742,555,13,1,6081.68
743,555,36,1,6309.78
744,556,48,1,670.02
745,557,54,1,788.27
746,557,43,1,1852.75
747,557,32,1,2555.27
748,558,5,1,5020.11
749,559,44,1,1091.38
750,560,55,1,2158.49
751,561,23,1,717.88
752,562,19,1,1238.71
753,563,49,1,850.56
754,564,44,1,1145.96
755,564,45,1,5930.49
756,565,34,1,985.27
757,566,14,1,1309.1
758,567,54,1,825.8
759,568,27,1,943.62
760,568,53,1,1305.22
761,569,29,1,1686.0
762,570,48,1,706.42
763,571,14,1,1303.93
764,572,50,1,3223.22
765,573,38,1,2118.16
766,574,49,1,850.84
767,575,43,1,1707.29
768,576,11,1,318.03
769,577,53,1,1400.35
770,578,58,1,3179.19
771,579,55,1,2313.05
772,579,38,1,2162.16
773,579,7,1,3558.05
774,580,8,1,890.68
775,581,24,1,2425.48
776,582,19,1,1271.25
777,583,19,1,1375.21
778,584,44,1,1073.08
779,585,34,1,1044.43
780,586,7,1,3880.76
781,587,13,2,6483.73
782,588,18,1,2355.91
783,588,38,1,2192.87
784,589,26,1,2514.83
785,590,32,1,2403.76
786,591,5,1,4943.46
787,592,20,1,2266.4
788,593,51,1,2576.45
789,593,32,1,2401.16
790,594,49,1,841.78
791,595,29,1,1580.75
792,595,36,1,6473.91
793,596,46,1,4249.55
794,597,35,1,2971.77
795,598,38,1,2436.83
796,599,2,1,2764.6
797,600,49,1,961.77
798,601,23,1,705.43
799,602,45,1,5378.22
800,603,30,1,2424.07
801,604,31,2,241.9
802,605,52,1,4353.69
803,606,43,1,1704.07
804,606,24,1,2521.24
805,607,55,1,2253.76
806,608,15,2,334.61
807,609,18,1,2112.98
808,610,42,1,3346.6
809,610,20,1,2201.7
810,611,30,1,2429.09
811,612,37,1,1759.34
812,612,53,1,1435.28
813,613,59,1,339.15
814,613,41,1,446.06
815,614,49,1,879.28
816,614,21,1,3346.97
817,615,19,1,1308.48
818,616,13,1,5926.04
819,617,28,1,1309.98
820,617,11,1,291.01
821,617,51,1,2710.94
822,618,32,1,2509.19
823,618,58,1,2863.77
824,618,56,2,453.68
825,619,54,1,798.69
826,620,34,1,1045.32
827,620,50,1,3445.56
828,620,57,1,379.67
829,621,48,1,662.4
830,621,16,1,433.13
831,622,27,1,913.5
832,623,21,1,3193.56
833,623,16,1,434.87
834,623,60,1,214.52
835,624,58,1,3109.43
836,625,51,1,2658.37
837,626,58,1,3206.6
838,626,56,1,466.61
839,627,59,1,329.76
840,627,53,1,1438.36
841,627,56,1,515.53
842,628,27,1,991.64
843,628,6,2,4859.18
844,629,46,1,4271.69
845,629,7,1,3928.52
846,630,53,1,1393.88
847,631,12,1,5771.74
848,632,21,1,3208.23
849,633,42,1,3316.9
850,633,44,2,1080.31
851,634,12,1,5821.63
852,635,26,2,2474.83
853,636,36,1,6461.94
854,637,11,1,280.67
855,637,39,1,289.11
856,638,46,1,4340.51
857,639,46,2,4125.88
858,640,28,1,1351.25
859,641,27,1,992.1
860,642,24,1,2381.41
861,642,6,1,4280.29
862,643,25,1,2103.39
863,644,22,1,1699.24
864,645,39,1,309.86
865,645,1,1,6231.28
866,645,20,1,2388.09
867,646,17,1,693.7
868,647,46,1,4343.56
869,648,56,1,521.75
870,649,17,1,743.52
871,649,17,1,732.73
872,650,10,2,534.13
873,651,4,1,3772.77
874,652,58,1,3260.71
875,653,8,1,901.8
876,654,12,1,5950.02
877,654,53,1,1335.35
878,655,34,1,1061.41
879,655,59,1,320.34
880,655,44,1,1027.05
881,656,24,2,2384.1
882,657,46,1,4429.44
883,658,3,2,4354.81
884,659,52,1,4407.9
885,659,4,1,4118.99
886,660,25,1,1910.28
887,660,16,1,434.97
888,660,6,1,4287.55
889,661,42,1,3018.21
890,662,44,1,1112.87
891,663,29,1,1684.94
892,664,52,1,4273.08
893,664,41,1,473.01
894,665,46,1,4093.9
895,666,28,1,1198.09
896,667,20,1,2341.55
897,668,3,1,4261.41
898,669,53,1,1331.22
899,669,6,1,4820.34
900,670,54,1,759.34
901,670,57,1,417.95
902,671,52,2,4203.86
903,672,39,1,289.07
904,672,28,1,1287.8
905,673,45,1,5679.33
906,674,53,1,1484.61
907,675,6,1,4362.02
908,675,8,1,897.87
909,676,10,1,541.79
910,677,20,1,2316.97
911,678,48,2,694.81
912,678,31,1,221.03
913,679,26,1,2177.74
914,679,41,1,504.04
915,680,47,1,5549.71
916,681,40,1,2771.05
917,682,28,1,1296.08
918,683,8,2,855.56
919,683,23,1,751.08
920,684,29,1,1525.07
921,685,46,1,4427.72
922,685,19,1,1323.63
923,686,24,1,2458.49
924,687,6,1,4747.99
925,688,27,1,1014.1
926,689,23,1,801.46
927,689,11,1,286.47
928,689,33,1,1151.33
929,690,15,2,327.63
930,691,18,1,2401.71
931,691,56,1,487.48
932,692,30,1,2535.08
933,693,7,1,3928.07
934,693,7,1,3550.11
935,694,46,1,4284.43
936,694,47,1,5817.44
937,695,13,1,6330.51
938,696,22,1,1541.28
939,696,18,1,2219.26
940,697,49,1,911.29
941,698,58,1,3040.2
942,698,51,2,2662.59
943,699,34,1,1089.15
944,699,21,1,3123.26
945,700,60,1,231.85
946,701,57,1,406.44
947,701,26,1,2478.21
948,702,1,1,6802.57
949,702,40,1,2765.12
950,703,51,1,2637.08
951,704,50,1,3080.57
952,705,48,1,713.19
953,705,35,1,2841.42
954,706,11,1,279.45
955,706,35,1,2980.95
956,707,8,1,886.8
957,707,17,1,745.1
958,707,4,2,4091.74
959,708,22,1,1711.96
960,709,43,1,1756.15
961,709,23,1,733.71
962,709,53,1,1429.46
963,710,21,1,3179.27
964,711,28,1,1345.75
965,712,29,1,1487.37
966,713,56,1,468.65
967,713,28,1,1378.88
968,714,10,1,530.06
969,714,30,1,2231.69
970,715,3,2,4413.91
971,716,27,1,892.47
972,717,20,1,2392.71
973,718,38,2,2244.88
974,719,48,1,672.65
975,720,37,1,1708.04
976,721,54,1,784.61
977,721,33,1,1266.7
978,722,6,1,4842.53
979,722,27,1,932.92
980,723,29,1,1648.36
981,724,50,1,3334.14
982,725,40,1,2613.84
983,726,58,1,2833.05
984,727,46,1,4548.75
985,728,38,1,2113.17
986,729,56,1,488.42
987,730,19,1,1209.64
988,731,11,2,281.09
989,732,7,1,3638.18
990,733,8,1,797.21
991,733,39,1,304.16
992,734,4,1,3826.35
993,735,59,1,363.0
994,736,42,1,3327.71
995,736,27,1,941.5
996,737,35,1,3158.56
997,738,3,1,3926.17
998,739,4,1,4198.9
999,740,23,1,796.98
1000,741,37,1,1643.13
1001,741,45,1,5429.19
1002,742,33,1,1327.97
1003,743,46,1,4291.88
1004,743,21,1,3093.98
1005,743,39,1,292.26
1006,744,1,1,6876.75
1007,745,49,1,892.19
1008,745,57,1,414.5
1009,746,44,2,1031.96
1010,747,54,1,803.88
1011,748,29,1,1470.56
1012,748,49,2,876.6
1013,748,23,1,721.17
1014,749,32,1,2577.65
1015,750,1,1,6173.91
1016,751,32,1,2282.86
1017,752,12,1,5280.07
1018,753,15,1,347.57
1019,754,45,1,5921.08
1020,755,28,2,1308.8
1021,756,27,1,916.38
1022,757,57,1,419.0
1023,757,59,1,338.43
1024,758,37,2,1842.84
1025,759,16,1,387.0
1026,760,28,1,1341.74
1027,761,7,2,3726.57
1028,762,5,1,5154.65
1029,762,49,1,850.72
1030,763,25,1,1979.49
1031,763,5,1,5159.9
1032,764,5,1,4641.97
1033,765,40,1,2697.8
1034,766,25,1,2026.81
1035,767,44,1,1143.1
1036,768,39,1,310.03
1037,769,17,1,714.56
1038,770,3,1,3965.09
1039,771,20,1,2253.29
1040,771,10,1,500.86
1041,772,38,1,2327.35
1042,773,4,1,3889.17
1043,774,22,1,1517.4
1044,774,45,1,6190.81
1045,775,40,1,2517.07
1046,775,7,1,3715.47
1047,775,3,1,4249.98
1048,776,14,1,1327.07
1049,777,12,1,5942.3
1050,778,10,1,512.53
1051,779,2,1,2600.44
1052,780,55,1,2260.2
1053,781,2,1,2865.69
1054,781,42,1,3328.79
1055,782,24,2,2409.63
1056,783,8,2,809.41
1057,783,51,1,2466.32
1058,784,41,1,459.65
1059,785,51,1,2449.96
1060,786,33,1,1330.06
1061,787,43,1,1778.08
1062,788,24,1,2350.91
1063,788,21,1,3274.91
1064,789,38,2,2237.6
1065,790,13,1,6343.26
1066,791,11,1,321.76
1067,792,29,1,1595.23
1068,793,29,1,1582.68
1069,794,29,1,1525.48
1070,795,33,1,1249.56
1071,795,18,1,2412.26
1072,796,13,1,6562.53
1073,797,13,2,6592.55
1074,797,55,1,2328.44
1075,798,23,1,790.08
1076,799,31,2,244.33
1077,800,48,1,643.74
1078,801,53,1,1375.5
1079,802,45,1,5690.5
1080,802,55,1,2261.56
1081,803,1,1,6476.54
1082,803,23,1,738.44
1083,803,44,1,1138.0
1084,804,37,2,1836.8
1085,805,59,1,348.33
1086,805,25,1,1945.29
1087,806,37,1,1884.6
1088,807,12,1,5251.08
1089,808,25,1,1970.25
1090,809,34,1,942.86
1091,810,35,1,2902.23
1092,811,14,1,1342.11
1093,812,20,1,2254.6
